uuid,article_url,article
1741707741-34,https://www.detailingwiki.org/tag/wrapping-a-car/,"Applying a wrap to a surface is not extremely difficult, but it needs practice and experience to do it properly. You need to able to see and feel what you have to do. Although the guide below does NOT contain everything you need to know, it can serve as a starting point. If you get better at it, you will slowly learn how to do a better job."
1741707846-88,https://www.detailingwiki.org/tag/wool-pad/,"A polishing pad is a tool that can be used to apply polish to a surface and process it in a mechanical way. Although these are most commonly used in combination with a machine polisher, there are also polishing pads to be used by hand."
1741710796-1369,https://www.detailingwiki.org/tag/swirls/,"Although carwashes are very popular, they are not the place where detailers are found. There is a reason why detailers don’t like a carwash. The art called detailing/valeting is very different to the service that is offered by a carwash."
1741709279-864,https://www.detailingwiki.org/tag/ultima/,Manufacturers of Detailing related products
1741707760-49,https://www.detailingwiki.org/tag/wrap/,Vinyl is a common material used in cars. There are several objects inside or outside a car that can be made from vinyl or a vinyl base. PVC is easy to clean and maintain and is very versatile.
1741707931-137,https://www.detailingwiki.org/tag/withstand/,"Scratch resistant paint is a holy grail in the world of surface finishes. It would suggest a type of surface finish that either is hard enough to withstand surface impacts, or is capable or reforming its damages surface."
1741709404-914,https://www.detailingwiki.org/tag/turkish/,"Nasiol is a Turkish manufacturer of detailing products, they are very unique in their history and origin. The products they offer are concentrated around the use of synthetic products and nano-technologie."
1741707877-117,https://www.detailingwiki.org/tag/wonder-pad/,A melamine sponge is white sponge that resembles a foam-like sponge. It is often used to remove stubborn stains and provides strong cleaning power with much less surface imperfections then a scouring pad. It is a common products in a detailers arsenal.
1741710491-1205,https://www.detailingwiki.org/tag/tevo/,Manufacturers of Detailing related products
1741709249-854,https://www.detailingwiki.org/tag/underbody/,Salt is an unwelcome type of contamination on your vehicle. Salt can cause rapid corrosion and extreme dage to unprotected metals. It can also severely stain polished metals and create a matte look over the surface.
1741710594-1258,https://www.detailingwiki.org/tag/tar-remover/,Articles related to decontamination
1741708648-546,https://www.detailingwiki.org/tag/washmitt/,"A touchless wash is type of cleaning method that cleans via chemical cleaning, and doesn’t require any mechanical action. This method is popular for those we are afraid that contact with the surface might cause abrasive marks. Whether touchless washing gives the same results is still a popular topic for debate."
1741708821-644,https://www.detailingwiki.org/tag/wallmart/,Surf City Garage is an American manufacturer of automotive detailing products. The brand was born after the owner was not satisfied with the products he used for his 150 car collection of classics.
1741709898-1089,https://www.detailingwiki.org/tag/tool/,"Kestrel is a brand originating from England, but owned by the French Deltalyo. Kestrel is a known manufacturer of many different tools for bodywork processes, including polishing machines. The most known one is probably the Kestrel DAS6 DA polisher."
1741708941-696,https://www.detailingwiki.org/tag/venue/,Miscellaneous detailing related content
1741711087-1554,https://www.detailingwiki.org/tag/strip-wax/,Articles related to correction
1741708591-515,https://www.detailingwiki.org/tag/water-spots/,"Waterspots are mineral deposits left behind after a liquid (such as water) evaporated. During evaporation, only the water molecules will evaporate. The contamination in the water will be left behind. Minerals are a very common contamination in water."
1741708455-422,https://www.detailingwiki.org/tag/waxx/,"Killerwaxx is an American manufacturer of detailing products. The company is located in California and its main audience is in the USA, with a smaller focus on Asia."
1741710729-1326,https://www.detailingwiki.org/tag/synthetic-leather/,Miscellaneous detailing related content
1741709744-1034,https://www.detailingwiki.org/tag/towels/,"Microfiber Towels, mitts, sponges, and applicators are a crucial tool in a detailers arsenal for washing and drying a vehicle, removing smears from glass, dusting dashboards, cleaning trim, buffing sealants, waxes, or coatings, removing polishing residue, applying quick-detailing sprays, soaking excess detergent from cleaner-saturated textiles, and many more applications besides."
1741708532-464,https://www.detailingwiki.org/tag/wax/,"A very frequent difference in liquid or paste products is the carrier within the product. This carrier can either be a water-based solution, or oil based. The largest quantity of a certain ingredients often determines what the carrier is. Within an emulsion, oil is dissolved into water with the use of an emulsifier. Technically speaking, the oil is still in suspension within the emulsion but is statistically distributed."
1741708188-279,https://www.detailingwiki.org/tag/wheel-brush/,Miscellaneous detailing related content
1741710113-1137,https://www.detailingwiki.org/tag/time/,Miscellaneous detailing related content
1741708002-169,https://www.detailingwiki.org/tag/wipe-off/,"A tack cloth (also: tack rag, tac cloth) is a special cloth/towel that is covered by a sticky substance. This allows it to grab dirt and remove it by making it stick to the fabric of the towel."
1741710706-1315,https://www.detailingwiki.org/tag/t-a-c-t/,Miscellaneous detailing related content
1741708011-173,https://www.detailingwiki.org/tag/wipe-down/,Articles related to correction
1741708323-364,https://www.detailingwiki.org/tag/wet-sandblasting/,"Sandblasting, or abrasive blasting, is the act of spraying a surface will small abrasive particles that are launched at very high speed and interact with the surface in a way similar to sanding."
